Adress;Postnr;Postort;Nytt Postnr;Ny Postort
Sunnås 142;86041;LIDEN;85599;LIDEN
Västra Grönåsvägen 5;82040;JÄRVSÖ;82753;JÄRVSÖ
Kyrkvägen 39;36024;LINNERYD;36258;LINNERYD
Holmsvedenvägen 18;82046;RAMSJÖ;82776;RAMSJÖ
Liljevägen 2;35250;VÄXJÖ;35273;VÄXJÖ
Vida 220;36053;SKRUV;36594;SKRUV
Mala 3160;28020;BJÄRNUM;28265;BJÄRNUM
Utterstigen 20;66060;MOLKOM;65560;MOLKOM
Kvarnvägen 11;36052;KOSTA;36543;KOSTA
Långsbyn Bergsveden 337;77070;LÅNGSHYTTAN;77673;LÅNGSHYTTAN
Karlslundsvägen 3B;66040;SEGMON;66496;SEGMON
Parkgatan 7;57016;KVILLSFORS;57455;KVILLSFORS
Karlsbergsvägen 30;57015;HOLSBYBRUNN;57453;HOLSBYBRUNN
Blåportsgatan 4A;37142;KARLSKRONA;37156;KARLSKRONA
Gamlevägen 75;81040;HEDESUNDA;81896;HEDESUNDA
Södra Ytterygsvägen 2;82041;FÄRILA;82762;FÄRILA
Tullvägen 12;56029;TENHULT;56161;TENHULT
Långasten Myrelund 1;34032;GRIMSLÖV;34255;GRIMSLÖV
Pilahagsvägen 5;57013;MYRESJÖ;57471;MYRESJÖ
Bodan 220;93010;LÖVÅNGER;93293;LÖVÅNGER
Öjabyvägen 27C;35250;VÄXJÖ;35274;VÄXJÖ
Frejavägen 2A;82065;FORSA;82460;FORSA
Killhult 7830;28040;SKÅNES FAGERHULT;28674;SKÅNES FAGERHULT
Stentorpsgränd 5;82010;ARBRÅ;82161;ARBRÅ
Anundgård 181A;86041;LIDEN;85598;LIDEN
Nyvallen 13;82065;FORSA;82462;FORSA
Ringvägen 21;57013;MYRESJÖ;57471;MYRESJÖ
Kyrkvägen 20;38053;FLISERYD;38473;FLISERYD
Mora 6;82060;DELSBO;82474;DELSBO
Torpgatan 6;86032;FAGERVIK;86145;FAGERVIK
Karl Johans väg 3A;52011;VEGBY;52362;VEGBY
Odensjö Odenslund 1;34032;GRIMSLÖV;34255;GRIMSLÖV
Stenshult Tån 1;57003;VRIGSTAD;57696;VRIGSTAD
Segersbyn 111;66291;ÅMÅL;66292;ÅMÅL
Backsvalevägen 83;56031;TENHULT;56163;TENHULT
Norrängsvägen 2B;56031;TENHULT;56163;TENHULT
Äskekärr 2;57001;RÖRVIK;57693;RÖRVIK
Torp 19;56034;VISINGSÖ;56394;VISINGSÖ
Stensjösvedjan 11;82051;HAMRA;82771;HAMRA
Myra 610;82060;DELSBO;82474;DELSBO
Yckelsbo Konvaljväg 5;82040;JÄRVSÖ;82753;JÄRVSÖ
Annsjön 441;82070;BERGSJÖ;82952;BERGSJÖ
Utterstigen 4;66060;MOLKOM;65560;MOLKOM
Lockskär 833;82020;LJUSNE;82676;LJUSNE
Kalvstigen 3;82060;DELSBO;82471;DELSBO
Harsa Datavägen 9;82040;JÄRVSÖ;82753;JÄRVSÖ
Stationsgatan 7J;82040;JÄRVSÖ;82751;JÄRVSÖ
Slättarödsvägen 85;28020;BJÄRNUM;28261;BJÄRNUM
Hansesjön 104;82064;NÄSVIKEN;82465;NÄSVIKEN
Arnön Björkelund 2;34032;GRIMSLÖV;34254;GRIMSLÖV
Skolvägen 4B;82076;JÄTTENDAL;82996;JÄTTENDAL
Gnöstahallavägen 4;37042;TORHAMN;37371;TORHAMN
Österdälje 104;85590;SUNDSVALL;86491;MATFORS
Ornäsvägen 7;82023;BERGVIK;82668;BERGVIK
Vingavägen 28G;35263;VÄXJÖ;35265;VÄXJÖ
Orbaden 2046;82011;VALLSTA;82167;VALLSTA
Lilla Emmegärde 1;57010;KORSBERGA;57476;KORSBERGA
Torshult 305;38044;ALSTERBRO;38274;ALSTERBRO
Bränna 14;82040;JÄRVSÖ;82752;JÄRVSÖ
Silje 123;85590;SUNDSVALL;85591;SUNDSVALL
Skogsvägen 13O;66010;DALS LÅNGED;66695;DALS LÅNGED
Tvärsjövägen 9;82026;MARMAVERKEN;82666;MARMAVERKEN
Prästhusvägen 37;85590;SUNDSVALL;85358;SUNDSVALL
Torpvägen 52;93010;LÖVÅNGER;93261;LÖVÅNGER
Bricka 13;82062;BJURÅKER;82479;BJURÅKER
Gäddviken 916;86035;SÖRÅKER;86194;SÖRÅKER
Västra Grönåsvägen 4;82040;JÄRVSÖ;82753;JÄRVSÖ
Kraftverksvägen 8;82020;LJUSNE;82676;LJUSNE
Hjortstigen 5;28020;BJÄRNUM;28261;BJÄRNUM
Ringvägen 15A;66060;MOLKOM;65560;MOLKOM
Gimsjön 113;86013;STÖDE;86495;STÖDE
Edebosjön 218;86013;STÖDE;86496;STÖDE
Hundshult 37;56031;TENHULT;56163;TENHULT
Hundshult 66;56031;TENHULT;56163;TENHULT
Bro 21;36024;LINNERYD;36297;LINNERYD
Hundkanalen 6;82041;FÄRILA;82760;FÄRILA
Södra Havhult 1001;28070;LÖNSBODA;28393;LÖNSBODA
Kolarevägen 5;38053;FLISERYD;38473;FLISERYD
Skrika 117;38053;FLISERYD;38473;FLISERYD
Kyrkvägen 19;37043;STURKÖ;37362;STURKÖ
Björkefallsvägen 595-97;29060;KYRKHULT;29394;KYRKHULT
Härjedalsvägen Hovra 8;82042;KORSKROGEN;82772;KORSKROGEN
Norra Rågeboda 1152;28072;KILLEBERG;28396;KILLEBERG
Nyhemvägen 7;82041;FÄRILA;82762;FÄRILA
Villastigen 4;36053;SKRUV;36594;SKRUV
Rödmyravägen 179;82040;JÄRVSÖ;82753;JÄRVSÖ
Bäckaby 31;57010;KORSBERGA;57475;KORSBERGA
Långrör 810;82022;SANDARNE;82672;SANDARNE
Bygatan 16;28023;HÄSTVEDA;28275;HÄSTVEDA
Årskogen 758;82077;GNARP;82962;GNARP
Södra Hiarum 6;57021;MALMBÄCK;57169;MALMBÄCK
Sunnansjövägen 28;82060;DELSBO;82470;DELSBO
Anundgård 127;86041;LIDEN;85598;LIDEN
Edstaden 115;85590;SUNDSVALL;85358;SUNDSVALL
Gerdagatan 10;28040;SKÅNES FAGERHULT;28673;SKÅNES FAGERHULT
Sjötorp Askevik 7;54066;SJÖTORP;54266;SJÖTORP
Bjurön 212;93010;LÖVÅNGER;93293;LÖVÅNGER
Boestad 1;36071;NORRHULT;36444;NORRHULT
Skallekulla Lillegård 2;34032;GRIMSLÖV;34255;GRIMSLÖV
Korsberga-Byestad 1;57010;KORSBERGA;57476;KORSBERGA
Tors väg 4;37033;TVING;37339;TVING
Stocksbo Lillåkersvägen 15;82041;FÄRILA;82763;FÄRILA
Sälgvägen 5;66050;VÅLBERG;66451;VÅLBERG
Blacke 430;93010;LÖVÅNGER;93293;LÖVÅNGER
Nävelsjö norrgård 19;57012;LANDSBRO;57472;LANDSBRO
Sjötorp Mobäcken 2;54066;SJÖTORP;54266;SJÖTORP
Sunne 655;86035;SÖRÅKER;86195;SÖRÅKER
Skiffervägen 7;66011;BILLINGSFORS;66641;BILLINGSFORS
Kyrkbacken 14F;66010;DALS LÅNGED;66695;DALS LÅNGED
Degerkölsvallen 11;82042;KORSKROGEN;82772;KORSKROGEN
Rudet Rönngården 1;54066;SJÖTORP;54266;SJÖTORP
Södra Slagesnäsvägen 455;29060;KYRKHULT;29394;KYRKHULT
Åkerö 482;86035;SÖRÅKER;86194;SÖRÅKER
Edsberg 202;66050;VÅLBERG;66494;VÅLBERG
Movägen 2;38053;FLISERYD;38473;FLISERYD
Bruksvägen 3;34037;TORPSBRUK;34265;TORPSBRUK
Vallenrenen 3;82077;GNARP;82960;GNARP
Springliden 18;93070;MALÅ;93994;MALÅ
Sjöbo 1;34032;GRIMSLÖV;34255;GRIMSLÖV
Pettersviksvägen 10;37042;TORHAMN;37371;TORHAMN
Västra Långgatan 11;57023;ANNEBERG;57171;ANNEBERG
Tannatorp Sälleberg 1;34032;GRIMSLÖV;34255;GRIMSLÖV
Helgehusvägen 6;35250;VÄXJÖ;35273;VÄXJÖ
Väse-Backa 348;66057;VÄSE;65596;VÄSE
Norrdellsvägen 185;82064;NÄSVIKEN;82467;NÄSVIKEN
Bromanders väg 7;38040;ORREFORS;38271;ORREFORS
Bredåker 24;82070;BERGSJÖ;82951;BERGSJÖ
Orraryd Gård 3;36047;VÄRENDS NÖBBELE;35574;VÄRENDS NÖBBELE
Sunnanbäck 306;82065;FORSA;82461;FORSA
Gamla vägen 16;82070;BERGSJÖ;82950;BERGSJÖ
Hemmeströ 1336;28020;BJÄRNUM;28265;BJÄRNUM
Nydala Smedstorpet 1;57003;VRIGSTAD;57697;VRIGSTAD
Kedjevägen 25;66050;VÅLBERG;66452;VÅLBERG
Tynderö 907;86035;SÖRÅKER;86194;SÖRÅKER
Askesta 195;82692;SÖDERALA;82661;SÖDERALA
Skontastigen 8;82064;NÄSVIKEN;82466;NÄSVIKEN
Vallvägen 4;82074;STOCKA;82496;STOCKA
Nässjövägen 23;56030;TENHULT;56162;TENHULT
Hammarsvallsvägen 11;82060;DELSBO;82471;DELSBO
Munkamåla 402;38040;ORREFORS;38272;ORREFORS
Rudsta 512;66052;EDSVALLA;66493;EDSVALLA
Södra Marmaberget 34;82026;MARMAVERKEN;82666;MARMAVERKEN
Vigge 196;86013;STÖDE;86495;STÖDE
Bränna Kårbölevägen 370-55;82050;LOS;82770;LOS
Karlavägen 3;56029;TENHULT;56161;TENHULT
Kroppedammsgatan 25C;28020;BJÄRNUM;28262;BJÄRNUM
Väster-Bursjön 2;82040;JÄRVSÖ;82753;JÄRVSÖ
Sörhällan 1;82060;DELSBO;82472;DELSBO
Värendsvägen 31;36043;ÅRYD;35575;ÅRYD
Färnsviken 280;66060;MOLKOM;65598;MOLKOM
Björnhult 1;57010;KORSBERGA;57476;KORSBERGA
Norrbyvägen 14;82050;LOS;82770;LOS
Ruveboda 9;36024;LINNERYD;36297;LINNERYD
Tyllingsgränd 1;77070;LÅNGSHYTTAN;77671;LÅNGSHYTTAN
Djurstavägen 8;82076;JÄTTENDAL;82996;JÄTTENDAL
Skeppnabbavägen 46;37042;TORHAMN;37371;TORHAMN
Drögsforsen 315;66057;VÄSE;65596;VÄSE
Boställevägen 7;57012;LANDSBRO;57473;LANDSBRO
Hänsätter 2219;82011;VALLSTA;82168;VALLSTA
Stigby 22;56034;VISINGSÖ;56394;VISINGSÖ
Storgatan 44E;93070;MALÅ;93931;MALÅ
Smedgränd 3;38053;FLISERYD;38473;FLISERYD
Sjövägen 4;81040;HEDESUNDA;81896;HEDESUNDA
Lilla Sandsbrovägen 8;35249;VÄXJÖ;35271;VÄXJÖ
Fabriksgatan 18;57021;MALMBÄCK;57168;MALMBÄCK
Storhullsjöviken 143;86013;STÖDE;86496;STÖDE
Yttre 67;82070;BERGSJÖ;82951;BERGSJÖ
Gästgivaregatan 11A;57003;VRIGSTAD;57696;VRIGSTAD
Brännås 214;82062;BJURÅKER;82479;BJURÅKER
Åsundatorp 548;66050;VÅLBERG;66494;VÅLBERG
Däldvägen 14;35249;VÄXJÖ;35272;VÄXJÖ
Vike 503;86041;LIDEN;85598;LIDEN
Älgered 109;82070;BERGSJÖ;82953;BERGSJÖ
Jutanäsvägen 197;29060;KYRKHULT;29394;KYRKHULT
Kallanäs 16;36053;SKRUV;36594;SKRUV
Täljstensgatan 49;43238;VARBERG;43256;VARBERG
Nyeds-Hedås 307;66060;MOLKOM;65597;MOLKOM
Siggesta 652;82692;SÖDERALA;82661;SÖDERALA
Granstigen 25;93070;MALÅ;93931;MALÅ
Östra vägen 6;82065;FORSA;82460;FORSA
Norrhavra 68;82062;BJURÅKER;82479;BJURÅKER
C D Ekmans väg 2;82023;BERGVIK;82667;BERGVIK
Storgatan 9D;66060;MOLKOM;65561;MOLKOM
Nitvägen 2;29062;VILSHULT;29395;VILSHULT
Almqvists väg 16;36047;VÄRENDS NÖBBELE;35574;VÄRENDS NÖBBELE
Tjärna 440;82062;BJURÅKER;82478;BJURÅKER
Sävsholm 311;82060;DELSBO;82471;DELSBO
Långmyrliden 16;93591;NORSJÖ;93593;NORSJÖ
Nyvägen 6;81040;HEDESUNDA;81845;HEDESUNDA
Marestorp 1012;28072;KILLEBERG;28396;KILLEBERG
Fridhemsvägen 1;35250;VÄXJÖ;35273;VÄXJÖ
Ingesarven 129;82070;BERGSJÖ;82951;BERGSJÖ
Gäddviksvallen 111;82060;DELSBO;82472;DELSBO
Sävsjövägen 24;57002;STOCKARYD;57694;STOCKARYD
Centrumgatan 2B;57016;KVILLSFORS;57455;KVILLSFORS
Yckelsbovägen 22;82040;JÄRVSÖ;82753;JÄRVSÖ
Skaftnäs;57003;VRIGSTAD;57697;VRIGSTAD
Sjöbovägen 4;52011;VEGBY;52362;VEGBY
Masugnsvägen 29;82020;LJUSNE;82677;LJUSNE
Nordäng 715;82023;BERGVIK;82667;BERGVIK
Nöbbele Kärr Gammelgård;36047;VÄRENDS NÖBBELE;35574;VÄRENDS NÖBBELE
Bottenvik 416;66057;VÄSE;65595;VÄSE
Kyrkvägen 36;54066;SJÖTORP;54266;SJÖTORP
Hallebyvägen 28;66010;DALS LÅNGED;66695;DALS LÅNGED
Norrfjärden 637;82077;GNARP;82962;GNARP
Brattgårdsgatan 20;66050;VÅLBERG;66452;VÅLBERG
Ölbovägen 51;81040;HEDESUNDA;81845;HEDESUNDA
Kolarevägen 29;66010;DALS LÅNGED;66695;DALS LÅNGED
Rumsta 18;82065;FORSA;82462;FORSA
Tevsjövägen 9;82040;JÄRVSÖ;82752;JÄRVSÖ
Badplatsstigen 10;66010;DALS LÅNGED;66695;DALS LÅNGED
Snedgatan 7;28020;BJÄRNUM;28261;BJÄRNUM
Sundsbrovägen 32;82691;SÖDERHAMN;82640;SÖDERHAMN
Klacklandet 11;77071;STJÄRNSUND;77674;STJÄRNSUND
Stora Hammar 128;37042;TORHAMN;37371;TORHAMN
Tomterna 9775;82040;JÄRVSÖ;82754;JÄRVSÖ
Fiskvik 320;82070;BERGSJÖ;82952;BERGSJÖ
Oretorpsvägen 16;28022;VITTSJÖ;28266;VITTSJÖ
Lunnagård 3;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Dyrån 220;82077;GNARP;82962;GNARP
Lägervägen 5;82070;BERGSJÖ;82950;BERGSJÖ
Smittegårdsvägen 24;38052;TIMMERNABBEN;38471;TIMMERNABBEN
Timmervägen 1;57021;MALMBÄCK;57168;MALMBÄCK
Gamlebyvägen 1A;52011;VEGBY;52362;VEGBY
Åsen 27;82040;JÄRVSÖ;82752;JÄRVSÖ
Kornvägen 7;56031;TENHULT;56163;TENHULT
Årskogen 803;82077;GNARP;82962;GNARP
Vingavägen 28B;35263;VÄXJÖ;35265;VÄXJÖ
Ödestugu Nybygget 1;56031;TENHULT;56163;TENHULT
Veckebo skolväg 16;82042;KORSKROGEN;82772;KORSKROGEN
Fiskarvägen 1A;38052;TIMMERNABBEN;38472;TIMMERNABBEN
Dalvägen 9;82020;LJUSNE;82675;LJUSNE
Forsavägen 78;82065;FORSA;82461;FORSA
Rödmyravägen 55;82040;JÄRVSÖ;82753;JÄRVSÖ
Venås 322;82060;DELSBO;82473;DELSBO
Hälsingegatan 38J;82010;ARBRÅ;82161;ARBRÅ
Västra vägen 6;56029;TENHULT;56160;TENHULT
Kvarnlyckevägen 30;66010;DALS LÅNGED;66695;DALS LÅNGED
Rågvägen 13;36052;KOSTA;36543;KOSTA
Länekärr 4136;28022;VITTSJÖ;28268;VITTSJÖ
Åkervägen 24;86035;SÖRÅKER;86151;SÖRÅKER
Notbodvägen 2;66050;VÅLBERG;66450;VÅLBERG
Slaggvägen 4;82020;LJUSNE;82677;LJUSNE
Strandviksvägen 22;66057;VÄSE;65595;VÄSE
Fasanvägen 13;72592;VÄSTERÅS;72590;VÄSTERÅS
Gamla vägen 6;82076;JÄTTENDAL;82996;JÄTTENDAL
Klotmästargränd 10;77070;LÅNGSHYTTAN;77672;LÅNGSHYTTAN
Åsnebo Nordfjällsviken 2;66010;DALS LÅNGED;66694;DALS LÅNGED
Parkgatan 3A;82010;ARBRÅ;82160;ARBRÅ
Harsavägen 34;82040;JÄRVSÖ;82753;JÄRVSÖ
Hillarp 1125;28020;BJÄRNUM;28265;BJÄRNUM
Säter 158;86025;KOVLAND;85592;KOVLAND
Västra Edevägen 4;82040;JÄRVSÖ;82753;JÄRVSÖ
Repperda Åkersberg 1;57016;KVILLSFORS;57454;HOLSBYBRUNN
Tallåsvägen 14;31138;FALKENBERG;31178;FALKENBERG
Bäckan Ramsjövägen 504;82046;RAMSJÖ;82775;RAMSJÖ
Bergtoppsvägen 6;57015;HOLSBYBRUNN;57453;HOLSBYBRUNN
Hagvägen 5;36077;FRÖSEKE;36497;FRÖSEKE
Skån 12;82062;BJURÅKER;82479;BJURÅKER
Ringvägen 8;82072;STRÖMSBRUK;82495;STRÖMSBRUK
Åmjölkesbo 21;57016;KVILLSFORS;57455;KVILLSFORS
Västgötagatan 202;43230;VARBERG;43239;VARBERG
Torsboda 137;86035;SÖRÅKER;86195;SÖRÅKER
Stavsätra 38;82040;JÄRVSÖ;82753;JÄRVSÖ
Rönngatan 8;93070;MALÅ;93931;MALÅ
Värnbovägen 2E;66011;BILLINGSFORS;66641;BILLINGSFORS
Kärrbacken 5;82041;FÄRILA;82763;FÄRILA
Vimovägen 6;85590;SUNDSVALL;85358;SUNDSVALL
Ölhallavägen 16;37043;STURKÖ;37362;STURKÖ
Högalundsvägen 15B;56029;TENHULT;56160;TENHULT
Tomtavägen 10A;82010;ARBRÅ;82161;ARBRÅ
Selet 260;93010;LÖVÅNGER;93294;LÖVÅNGER
Knävland 120;85590;SUNDSVALL;85359;SUNDSVALL
Åsundaön 417;66050;VÅLBERG;66494;VÅLBERG
Nyåker 42;82060;DELSBO;82472;DELSBO
Kalls väg 7;29060;KYRKHULT;29374;KYRKHULT
Västtjär 338;82071;ILSBO;82991;ILSBO
Sandnäs 249;66057;VÄSE;65595;VÄSE
Höga Nöjets väg 11;37033;TVING;37339;TVING
Källargränd 4;38053;FLISERYD;38473;FLISERYD
Björkgatan 6;28070;LÖNSBODA;28372;LÖNSBODA
Alsedavägen 12C;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Holmsveden Ramsjövägen 977;82046;RAMSJÖ;82776;RAMSJÖ
Björkvägen 8;57012;LANDSBRO;57472;LANDSBRO
Svennas-Svens väg 49;82040;JÄRVSÖ;82752;JÄRVSÖ
Västtjär 460;82071;ILSBO;82991;ILSBO
Ryssvägen 20;82041;FÄRILA;82761;FÄRILA
Benvedsvägen 7;28022;VITTSJÖ;28266;VITTSJÖ
Skolhemsgatan 8D;57015;HOLSBYBRUNN;57453;HOLSBYBRUNN
Kållebo Bäckalund;36023;ÄLMEBODA;36298;ÄLMEBODA
Kåkenäs 213;44491;STENUNGSUND;44455;STENUNGSUND
Nor Uddens väg 27;82040;JÄRVSÖ;82754;JÄRVSÖ
Nora 315;86025;KOVLAND;85592;KOVLAND
Prästgatan 24;57002;STOCKARYD;57694;STOCKARYD
Vrigstad skolgård 1;57003;VRIGSTAD;57696;VRIGSTAD
Hagängsgatan 6C;82075;HARMÅNGER;82995;HARMÅNGER
Egnahemsvägen 24;86032;FAGERVIK;86145;FAGERVIK
Trångstavägen 1;82022;SANDARNE;82672;SANDARNE
Bringstavägen 23;82075;HARMÅNGER;82995;HARMÅNGER
Appelhester 2;57015;HOLSBYBRUNN;57453;HOLSBYBRUNN
Industrigatan 13H;57001;RÖRVIK;57693;RÖRVIK
Söre 315;66057;VÄSE;65596;VÄSE
Näsåkersvägen 9;93010;LÖVÅNGER;93261;LÖVÅNGER
Sunnäsfjärden 522;82020;LJUSNE;82677;LJUSNE
Häggviken 559;82076;JÄTTENDAL;82996;JÄTTENDAL
Östansjö 3779;82011;VALLSTA;82168;VALLSTA
Norrhaga 2;56031;TENHULT;56163;TENHULT
Bråte 565;66050;VÅLBERG;66494;VÅLBERG
Häggviken 334;82076;JÄTTENDAL;82996;JÄTTENDAL
Adakliden 14;93072;ADAK;93992;ADAK
Myresjö Spångelund 1;57013;MYRESJÖ;57471;MYRESJÖ
Norra Gävlevägen 248;81040;HEDESUNDA;81895;HEDESUNDA
Granhultsvägen 28;56029;TENHULT;56160;TENHULT
Ingenjörsvägen 39;66050;VÅLBERG;66450;VÅLBERG
Gumhamn 363;93010;LÖVÅNGER;93293;LÖVÅNGER
Västra Hökmark 87;93010;LÖVÅNGER;93293;LÖVÅNGER
Strandvägen 15;72592;VÄSTERÅS;72590;VÄSTERÅS
Ve 240;66057;VÄSE;65596;VÄSE
Länsmansvägen 9;82060;DELSBO;82471;DELSBO
Hillarp 3401;28020;BJÄRNUM;28265;BJÄRNUM
Sjöbacksvägen 6;82023;BERGVIK;82668;BERGVIK
Hennan Lövnäsvägen 10;82046;RAMSJÖ;82775;RAMSJÖ
Soluddsstigen 34B;18592;VAXHOLM;13492;TYNNINGÖ
Kapellvägen 4C;82065;FORSA;82460;FORSA
Barnens by 102;28023;HÄSTVEDA;28276;HÄSTVEDA
Strandvägen 46;72592;VÄSTERÅS;72590;VÄSTERÅS
Säteribacken 5;18592;VAXHOLM;13492;TYNNINGÖ
Johannesa-Birgers väg 3A;31198;GLOMMEN;31154;GLOMMEN
Skånegatan 123;43230;VARBERG;43239;VARBERG
Färjekarlsvägen 15;82010;ARBRÅ;82163;ARBRÅ
Mellanfjärden 35;82076;JÄTTENDAL;82996;JÄTTENDAL
Vedkärr Björkelund;36047;VÄRENDS NÖBBELE;35574;VÄRENDS NÖBBELE
Furustadsvägen 683;29038;VILLANDS VÅNGA;29198;VILLANDS VÅNGA
Övre vägen 37;38052;TIMMERNABBEN;38472;TIMMERNABBEN
Ringvägen 20;28023;HÄSTVEDA;28274;HÄSTVEDA
Högelundsgatan 8E;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Stödevägen 78;86013;STÖDE;86441;STÖDE
Notteryd 7;57012;LANDSBRO;57473;LANDSBRO
Kårsta 116;86040;INDAL;85597;INDAL
Gryttjomsvägen 39;86035;SÖRÅKER;86195;SÖRÅKER
Porsvägen 8;86013;STÖDE;86441;STÖDE
Tandsjöborg Inlandsvägen 419;82050;LOS;82770;LOS
Svarvarvägen 128;82020;LJUSNE;82675;LJUSNE
Orrberget 151;86013;STÖDE;86496;STÖDE
Los kyrkbyväg 72;82050;LOS;82770;LOS
Lövsele 112;93010;LÖVÅNGER;93294;LÖVÅNGER
Värabjärsvägen 24;43278;TVÅÅKER;43279;TVÅÅKER
Kaprifolvägen 22;86013;STÖDE;86441;STÖDE
Kromvägen 12;29062;VILSHULT;29395;VILSHULT
Paddingetorp Hägnen 1;57010;KORSBERGA;57475;KORSBERGA
Krokusvägen 15;86035;SÖRÅKER;86151;SÖRÅKER
Stenskär 610;82022;SANDARNE;82673;SANDARNE
Kasuddsvägen 8;82020;LJUSNE;82677;LJUSNE
Västeråsen 110;85590;SUNDSVALL;85359;SUNDSVALL
Bävervägen 3;28020;BJÄRNUM;28261;BJÄRNUM
Brattsvedsvägen 22;82078;HASSELA;82998;HASSELA
Östra Trollgränd 7;77070;LÅNGSHYTTAN;77672;LÅNGSHYTTAN
Hantverkaregatan 5;57003;VRIGSTAD;57696;VRIGSTAD
Ödestugu Nyholm 3;56031;TENHULT;56163;TENHULT
Baståsen 138;82070;BERGSJÖ;82952;BERGSJÖ
Hällingen 101;86041;LIDEN;85598;LIDEN
Lillstråsjö 5;82041;FÄRILA;82763;FÄRILA
Gällaryd 111;38044;ALSTERBRO;38274;ALSTERBRO
Kävsta 119;86040;INDAL;85597;INDAL
Bysjövägen 5;81040;HEDESUNDA;81895;HEDESUNDA
Tjusarvägen 1;72591;VÄSTERÅS;72590;VÄSTERÅS
Annalisa Forssbergers väg 3;77071;STJÄRNSUND;77674;STJÄRNSUND
Ångevägen 23;82046;RAMSJÖ;82776;RAMSJÖ
Rasåsen 145;85590;SUNDSVALL;85359;SUNDSVALL
Björkgatan 3;52333;ULRICEHAMN;52340;ULRICEHAMN
Älgabäcksryd 9;56031;TENHULT;56163;TENHULT
Ubbaltsvägen 14;28022;VITTSJÖ;28267;VITTSJÖ
Ytterön 403;37042;TORHAMN;37371;TORHAMN
Björnhult 8;57010;KORSBERGA;57476;KORSBERGA
Polhemsgatan 21B;37140;KARLSKRONA;37156;KARLSKRONA
Simeå 8089;82011;VALLSTA;82167;VALLSTA
Storgatan 68B;93070;MALÅ;93932;MALÅ
Gungekulla 1023;28072;KILLEBERG;28396;KILLEBERG
Häljebol 10;66010;DALS LÅNGED;66694;DALS LÅNGED
Änglidsvägen 15;66052;EDSVALLA;66493;EDSVALLA
Tackjärnsvägen 11;66052;EDSVALLA;66493;EDSVALLA
Fridhemsvägen 11;34037;TORPSBRUK;34265;TORPSBRUK
Hägnegatan 9;57012;LANDSBRO;57473;LANDSBRO
Källorna 506;66060;MOLKOM;65597;MOLKOM
Byn 717;82077;GNARP;82961;GNARP
Norra Fröatorpsvägen 204;29062;VILSHULT;29395;VILSHULT
Sandskär 734;82022;SANDARNE;82673;SANDARNE
Vinkelgatan 6;36072;KLAVRESTRÖM;36445;KLAVRESTRÖM
Sandåsvägen 23;30230;HALMSTAD;30228;HALMSTAD
Gammelsågen 926;82022;SANDARNE;82672;SANDARNE
Svensbygd 19;57002;STOCKARYD;57694;STOCKARYD
Östra Stocksbo 12;82041;FÄRILA;82763;FÄRILA
Lyckevägen 16;57021;MALMBÄCK;57168;MALMBÄCK
Rannklovsvägen 11;72592;VÄSTERÅS;72590;VÄSTERÅS
Centrumvägen 46B;56029;TENHULT;56160;TENHULT
Hemsjövägen 18;29060;KYRKHULT;29374;KYRKHULT
Västerlo 197;86013;STÖDE;86496;STÖDE
Östtjärn 360;85590;SUNDSVALL;85358;SUNDSVALL
Tornvägen 1;77070;LÅNGSHYTTAN;77671;LÅNGSHYTTAN
Stömnevägen 20;82060;DELSBO;82471;DELSBO
Nansta 130;82065;FORSA;82462;FORSA
Stationsvägen 29;82077;GNARP;82960;GNARP
Årskogen 611;82077;GNARP;82962;GNARP
Fotbollsvägen 4;28022;VITTSJÖ;28268;VITTSJÖ
Mörtsjön 60;82078;HASSELA;82998;HASSELA
Båtsmansvägen 9;37043;STURKÖ;37362;STURKÖ
Västra Vallgatan 5C;66040;SEGMON;66496;SEGMON
Bostenstorp 1;57010;KORSBERGA;57476;KORSBERGA
Östansjö Hammars 3887;82011;VALLSTA;82168;VALLSTA
Ljungvägen 5;82023;BERGVIK;82668;BERGVIK
Måns Klockares väg 10;35250;VÄXJÖ;35273;VÄXJÖ
Loke 265;83021;TANDSBYN;83499;TANDSBYN
Alavägen 16;82020;LJUSNE;82675;LJUSNE
Barnstugevägen 26B;82040;JÄRVSÖ;82751;JÄRVSÖ
Hullsjövägen 14;86013;STÖDE;86441;STÖDE
Esplanaden 5I;28040;SKÅNES FAGERHULT;28673;SKÅNES FAGERHULT
Fereboavägen 31;34032;GRIMSLÖV;34254;GRIMSLÖV
Fridaforsvägen 202;29060;KYRKHULT;29394;KYRKHULT
Kyrkogatan 1;57001;RÖRVIK;57693;RÖRVIK
Iste 3141;82011;VALLSTA;82168;VALLSTA
Aspberg 210;66050;VÅLBERG;66494;VÅLBERG
Uvahult 210;38044;ALSTERBRO;38274;ALSTERBRO
Åkare Svantes väg 4;54066;SJÖTORP;54266;SJÖTORP
Hästveda 2475;28023;HÄSTVEDA;28276;HÄSTVEDA
Orraryd Ekebacken;36047;VÄRENDS NÖBBELE;35574;VÄRENDS NÖBBELE
Norrvägen 6;36076;ÄLGHULT;36495;ÄLGHULT
Ugglebergsgatan 3;66050;VÅLBERG;66450;VÅLBERG
Risarvsvallen 4;82041;FÄRILA;82763;FÄRILA
